id_coupure,date_publication,date_debut,heure_debut,date_fin,heure_fin,duree_minutes,annee,mois,jour_semaine,periode_journee,region,province,ville,zone,latitude,longitude,type_coupure,cause,statut,source_name,source_type,url_source,niveau_confiance,niveau_impact,temperature_max,precipitation,irradiation_solaire
90,2024-11-19,2024-11-22,08:00,2024-11-22,13:00,300,2024,11,Friday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,42.1,0,5.15
91,2020-03-12,2020-03-14,10:30,2020-03-14,12:30,120,2020,3,Saturday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,imprévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,33.8,2.3,5.5
92,2025-06-03,2025-06-06,18:00,2025-06-06,21:00,180,2025,6,Friday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,34.3,5.7,4.68
93,2021-09-05,2021-09-07,20:00,2021-09-08,04:00,480,2021,9,Tuesday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,33.3,0,4.63
94,2023-08-19,2023-08-19,18:00,2023-08-19,19:00,60,2023,8,Saturday,soir,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,30.6,0.1,6.26
95,2021-11-17,2021-11-20,06:00,2021-11-20,09:00,180,2021,11,Saturday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,raccordement nouveaux postes,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,38.5,1.3,5.52
96,2026-05-15,2026-05-18,16:30,2026-05-18,17:30,60,2026,5,Monday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,travaux,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,30.9,3.2,6.0
97,2020-01-09,2020-01-09,12:00,2020-01-09,15:00,180,2020,1,Thursday,après-midi,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,34.0,0,5.1
98,2026-04-08,2026-04-08,14:00,2026-04-08,15:00,60,2026,4,Wednesday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,37.9,3.1,5.56
99,2020-11-11,2020-11-14,14:00,2020-11-14,15:00,60,2020,11,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,41.3,1.9,6.45
100,2021-09-14,2021-09-17,06:00,2021-09-17,10:00,240,2021,9,Friday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,33.9,0,4.96
101,2022-01-24,2022-01-25,20:30,2022-01-25,22:00,90,2022,1,Tuesday,soir,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,34.1,0,5.36
102,2023-02-03,2023-02-06,09:00,2023-02-06,12:00,180,2023,2,Monday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,travaux,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,35.8,1.2,4.64
103,2023-06-10,2023-06-12,08:30,2023-06-12,14:30,360,2023,6,Monday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.7,0,6.0
104,2022-08-11,2022-08-13,16:00,2022-08-14,00:00,480,2022,8,Saturday,après-midi,Centre,Kadiogo,Ouagadougou,Bendogo,12.373,-1.44,imprévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.9,0,6.05
105,2021-02-11,2021-02-11,06:00,2021-02-11,07:00,60,2021,2,Thursday,matin,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,imprévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,36.4,0,4.79
106,2022-05-30,2022-05-31,06:00,2022-05-31,14:00,480,2022,5,Tuesday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,Donnée expérimentale,simulation,,0.2,élevé,41.9,0,5.69
107,2025-04-01,2025-04-02,16:00,2025-04-02,20:00,240,2025,4,Wednesday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.1,0,4.92
108,2024-05-12,2024-05-12,06:00,2024-05-12,09:00,180,2024,5,Sunday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,incident technique,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,31.3,6.6,5.55
109,2025-08-12,2025-08-12,08:00,2025-08-12,13:00,300,2025,8,Tuesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.4,1.9,6.33
110,2022-01-25,2022-01-27,10:00,2022-01-27,12:00,120,2022,1,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,39.1,0.0,4.5
111,2020-04-20,2020-04-22,16:00,2020-04-22,17:30,90,2020,4,Wednesday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,incident technique,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,33.5,3.0,6.12
112,2024-07-04,2024-07-04,07:00,2024-07-04,08:00,60,2024,7,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,39.0,0,6.01
113,2023-06-02,2023-06-02,14:30,2023-06-02,16:30,120,2023,6,Friday,après-midi,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,imprévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,42.1,3.8,5.65
114,2022-09-23,2022-09-26,07:00,2022-09-26,08:30,90,2022,9,Monday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,32.4,0,5.68
115,2024-09-27,2024-09-28,08:00,2024-09-28,16:00,480,2024,9,Saturday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,42.8,7.9,6.72
116,2025-01-09,2025-01-09,20:30,2025-01-09,21:30,60,2025,1,Thursday,soir,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,maintenance programmée,terminée,Donnée expérimentale,simulation,,0.2,faible,39.9,5.0,4.77
117,2021-08-27,2021-08-30,18:00,2021-08-30,22:00,240,2021,8,Monday,soir,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,travaux entretien réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,29.1,2.3,6.57
118,2025-04-23,2025-04-26,20:00,2025-04-27,01:00,300,2025,4,Saturday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.9,0,5.63
119,2020-06-15,2020-06-17,09:00,2020-06-17,10:30,90,2020,6,Wednesday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,incident technique,terminée,Signalement utilisateur,terrain,,0.55,faible,36.3,0.3,5.79
120,2024-05-12,2024-05-12,10:30,2024-05-12,18:30,480,2024,5,Sunday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,40.5,1.1,4.55
121,2024-05-14,2024-05-17,16:00,2024-05-17,22:00,360,2024,5,Friday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.0,1.4,6.5
122,2024-06-16,2024-06-16,12:00,2024-06-16,13:30,90,2024,6,Sunday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,29.3,4.1,5.55
123,2023-12-22,2023-12-25,10:00,2023-12-25,15:00,300,2023,12,Monday,matin,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,imprévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.8,0,5.36
124,2021-07-19,2021-07-19,16:00,2021-07-19,18:00,120,2021,7,Monday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,29.8,3.3,6.66
125,2021-02-23,2021-02-24,08:00,2021-02-24,14:00,360,2021,2,Wednesday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,42.9,3.4,4.55
126,2020-08-25,2020-08-26,06:00,2020-08-26,12:00,360,2020,8,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.6,0,4.53
127,2022-01-15,2022-01-15,08:00,2022-01-15,16:00,480,2022,1,Saturday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,42.3,0,6.76
128,2020-07-30,2020-08-01,09:00,2020-08-01,10:30,90,2020,8,Saturday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,38.0,0,6.48
129,2023-01-12,2023-01-14,07:00,2023-01-14,09:00,120,2023,1,Saturday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,travaux,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,42.6,2.8,5.83
130,2021-10-17,2021-10-17,06:00,2021-10-17,07:00,60,2021,10,Sunday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,raccordement nouveaux postes,terminée,Signalement utilisateur,terrain,,0.55,faible,33.8,0,5.94
131,2024-10-01,2024-10-02,06:00,2024-10-02,10:00,240,2024,10,Wednesday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,travaux,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,39.0,2.1,5.45
132,2022-02-10,2022-02-13,12:00,2022-02-13,18:00,360,2022,2,Sunday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,34.7,0.1,6.43
133,2023-12-20,2023-12-23,12:00,2023-12-23,20:00,480,2023,12,Saturday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,imprévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,30.8,0,4.94
134,2023-07-15,2023-07-16,16:30,2023-07-16,19:30,180,2023,7,Sunday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,déficit de production,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,38.8,0.2,4.67
135,2026-05-27,2026-05-28,06:00,2026-05-28,14:00,480,2026,5,Thursday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,32.5,1.0,6.67
136,2022-07-17,2022-07-18,12:30,2022-07-18,16:30,240,2022,7,Monday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,38.6,2.2,6.55
137,2024-12-25,2024-12-28,20:00,2024-12-28,22:00,120,2024,12,Saturday,soir,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,imprévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.6,4.0,5.77
138,2022-10-22,2022-10-24,16:30,2022-10-24,20:30,240,2022,10,Monday,après-midi,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,36.4,0.9,6.22
139,2026-01-09,2026-01-12,09:00,2026-01-12,13:00,240,2026,1,Monday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,imprévue,raccordement nouveaux postes,terminée,Signalement utilisateur,terrain,,0.55,moyen,31.3,6.7,6.36
140,2025-01-31,2025-01-31,14:00,2025-01-31,19:00,300,2025,1,Friday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,36.3,2.3,4.87
141,2021-12-26,2021-12-28,16:30,2021-12-28,22:30,360,2021,12,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,élevé,29.1,0.3,5.34
142,2023-03-23,2023-03-26,14:00,2023-03-26,18:00,240,2023,3,Sunday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,imprévue,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,moyen,31.4,2.2,6.42
143,2026-05-27,2026-05-27,10:00,2026-05-27,18:00,480,2026,5,Wednesday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,travaux,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.7,0,5.13
144,2023-03-22,2023-03-23,07:00,2023-03-23,09:00,120,2023,3,Thursday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,38.9,0,5.16
145,2022-06-15,2022-06-16,16:00,2022-06-16,20:00,240,2022,6,Thursday,après-midi,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,34.2,1.2,5.44
146,2021-05-28,2021-05-29,20:00,2021-05-30,04:00,480,2021,5,Saturday,soir,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.9,0,4.91
147,2024-02-12,2024-02-15,12:00,2024-02-15,15:00,180,2024,2,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,incident technique,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,34.5,0,4.55
148,2021-07-28,2021-07-31,20:30,2021-07-31,23:30,180,2021,7,Saturday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,33.7,2.5,4.84
149,2025-04-15,2025-04-16,07:30,2025-04-16,09:00,90,2025,4,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Bendogo,12.373,-1.44,perturbation,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,35.3,1.3,4.52
150,2025-11-18,2025-11-20,10:00,2025-11-20,15:00,300,2025,11,Thursday,matin,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,41.4,0,4.74
151,2023-01-21,2023-01-21,07:30,2023-01-21,11:30,240,2023,1,Saturday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,29.6,2.1,5.03
152,2023-03-13,2023-03-14,09:30,2023-03-14,14:30,300,2023,3,Tuesday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,incident technique,terminée,Signalement utilisateur,terrain,,0.55,élevé,41.5,0,4.78
153,2025-12-01,2025-12-04,10:00,2025-12-04,11:30,90,2025,12,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,39.2,2.4,6.3
154,2025-04-09,2025-04-11,20:00,2025-04-12,02:00,360,2025,4,Friday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,42.4,0,6.74
155,2026-03-26,2026-03-27,08:00,2026-03-27,09:30,90,2026,3,Friday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,travaux,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,35.8,2.3,6.1
156,2022-08-20,2022-08-22,08:00,2022-08-22,13:00,300,2022,8,Monday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,42.9,2.1,5.11
157,2026-04-19,2026-04-19,20:30,2026-04-20,02:30,360,2026,4,Sunday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,35.7,4.1,4.95
158,2020-06-21,2020-06-22,16:30,2020-06-22,18:00,90,2020,6,Monday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,incident technique,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,30.1,4.0,5.08
159,2024-07-25,2024-07-28,16:00,2024-07-28,20:00,240,2024,7,Sunday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,35.8,2.4,6.38
160,2022-11-08,2022-11-08,07:00,2022-11-08,08:00,60,2022,11,Tuesday,matin,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,34.8,0,6.58
161,2024-04-25,2024-04-26,12:00,2024-04-26,16:00,240,2024,4,Friday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,36.3,0,4.89
162,2025-11-17,2025-11-20,07:00,2025-11-20,11:00,240,2025,11,Thursday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.8,3.7,6.59
163,2020-10-20,2020-10-20,08:30,2020-10-20,10:00,90,2020,10,Tuesday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,36.2,1.2,4.98
164,2026-05-11,2026-05-13,07:00,2026-05-13,08:00,60,2026,5,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,faible,35.4,5.4,4.61
165,2024-03-19,2024-03-19,12:00,2024-03-19,17:00,300,2024,3,Tuesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.5,1.0,5.03
166,2025-02-10,2025-02-13,07:00,2025-02-13,08:30,90,2025,2,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,34.8,1.3,5.95
167,2022-08-19,2022-08-22,16:00,2022-08-22,20:00,240,2022,8,Monday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,32.8,1.9,6.38
168,2024-07-14,2024-07-15,20:00,2024-07-16,01:00,300,2024,7,Monday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.6,2.8,6.13
169,2020-11-22,2020-11-23,16:00,2020-11-24,00:00,480,2020,11,Monday,après-midi,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,38.0,0.5,4.66
170,2025-03-14,2025-03-16,10:00,2025-03-16,14:00,240,2025,3,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,33.1,0,5.55
171,2023-01-28,2023-01-31,09:00,2023-01-31,13:00,240,2023,1,Tuesday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,imprévue,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,moyen,41.7,0,5.25
172,2025-11-07,2025-11-09,08:00,2025-11-09,16:00,480,2025,11,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,perturbation,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,42.4,2.5,4.82
173,2025-04-11,2025-04-14,09:00,2025-04-14,15:00,360,2025,4,Monday,matin,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,imprévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.0,0.5,4.7
174,2020-07-29,2020-07-31,20:00,2020-08-01,01:00,300,2020,7,Friday,soir,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,42.5,0,5.78
175,2020-08-23,2020-08-23,08:00,2020-08-23,09:00,60,2020,8,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,33.9,3.5,5.78
176,2026-03-24,2026-03-26,06:00,2026-03-26,14:00,480,2026,3,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,maintenance programmée,terminée,Faso Actu,media,https://faso-actu.info/,0.75,élevé,30.8,0,4.93
177,2024-02-27,2024-02-27,12:00,2024-02-27,13:30,90,2024,2,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,perturbation,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,32.0,0.2,4.94
178,2021-08-25,2021-08-26,07:30,2021-08-26,09:00,90,2021,8,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,travaux,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,42.3,3.7,4.68
